x1,x2
0.1,2.45
0.1,2.5
0.1,2.55
0.1,2.6
0.1,2.65
0.1,2.7
0.1,2.75
0.1,2.8
0.1,2.85
0.1,2.9
0.1,2.95
0.1,3
0.1,3.05
0.1,3.1
0.1,3.15
0.1,3.2
0.1,3.25
0.1,3.3
0.1,3.35
0.1,3.4
0.1,3.45
0.1,3.5
0.1,3.55
0.1,3.6
0.1,3.65
0.1,3.7
0.1,3.75
0.1,3.8
0.1,3.85
0.1,3.9
0.1,3.95
0.1,4
0.1,4.05
0.1,4.1
0.1,4.15
0.1,4.2
0.1,4.25
0.1,4.3
0.1,4.35
0.1,4.4
0.1,4.45
0.1,4.5
0.1,4.55
0.1,4.6
0.1,4.65
0.1,4.7
0.1,4.75
0.1,4.8
0.1,4.85
0.1,4.9
0.1,4.95
0.1,5
0.1,5.05
0.1,5.1
0.1,5.15
0.1,5.2
0.1,5.25
0.1,5.3
0.1,5.35
0.1,5.4
0.1,5.45
0.1,5.5
0.1,5.55
0.1,5.6
0.1,5.65
0.1,5.7
0.1,5.75
0.1,5.8
0.1,5.85
0.1,5.9
0.1,5.95
0.1,6
0.1,6.05
0.1,6.1
0.1,6.15
0.1,6.2
0.1,6.25
0.1,6.3
0.1,6.35
0.1,6.4
0.1,6.45
0.1,6.5
0.1,6.55
0.1,6.6
0.1,6.65
0.1,6.7
0.1,6.75
0.1,6.8
0.1,6.85
0.1,6.9
0.1,6.95
0.1,7
0.1,7.05
0.1,7.1
0.1,7.15
0.1,7.2
0.1,7.25
0.1,7.3
0.1,7.35
0.1,7.4
0.1,7.45
0.1,7.5
0.1,7.55
0.1,7.6
0.1,7.65
0.1,7.7
0.1,7.75
0.1,7.8
0.1,7.85
0.1,7.9
0.1,7.95
0.1,8
0.1,8.05
0.1,8.1
0.1,8.15
0.1,8.2
0.1,8.25
0.1,8.3
0.1,8.35
0.1,8.4
0.1,8.45
0.1,8.5
0.1,8.55
0.1,8.6
0.1,8.65
0.1,8.7
0.1,8.75
0.1,8.8
0.1,8.85
0.1,8.9
0.1,8.95
0.1,9
0.1,9.05
0.1,9.1
0.1,9.15
0.1,9.2
0.1,9.25
0.1,9.3
0.1,9.35
0.1,9.4
0.1,9.45
0.1,9.5
0.1,9.55
0.1,9.6
0.1,9.65
0.1,9.7
0.1,9.75
0.1,9.8
0.1,9.85
0.1,9.9
0.1,9.95
0.1,10
0.1,10.05
0.1,10.1
0.1,10.15
0.1,10.2
0.1,10.25
0.1,10.3
0.1,10.35
0.1,10.4
0.1,10.45
0.1,10.5
0.1,10.55
0.1,10.6
0.1,10.65
0.1,10.7
0.1,10.75
0.1,10.8
0.1,10.85
0.1,10.9
0.1,10.95
0.1,11
0.1,11.05
0.1,11.1
0.1,11.15
0.1,11.2
0.1,11.25
0.1,11.3
0.1,11.35
0.1,11.4
0.1,11.45
0.1,11.5
0.1,11.55
0.1,11.6
0.1,11.65
0.1,11.7
0.1,11.75
0.1,11.8
0.1,11.85
0.1,11.9
0.1,11.95
0.1,12
0.1,12.05
0.1,12.1
0.1,12.15
0.1,12.2
0.1,12.25
0.1,12.3
0.1,12.35
0.1,12.4
0.1,12.45
0.1,12.5
0.1,12.55
0.1,12.6
0.1,12.65
0.1,12.7
0.1,12.75
0.1,12.8
0.1,12.85
0.1,12.9
0.1,12.95
0.1,13
0.1,13.05
0.1,13.1
0.1,13.15
0.1,13.2
0.1,13.25
0.1,13.3
0.1,13.35
0.1,13.4
0.1,13.45
0.1,13.5
0.1,13.55
0.1,13.6
0.1,13.65
0.1,13.7
0.1,13.75
0.1,13.8
0.1,13.85
0.1,13.9
0.15,0
0.15,0.05
0.15,0.1
0.15,0.15
0.15,0.2
0.15,0.25
0.15,0.3
0.15,0.35
0.15,0.4
0.15,0.45
0.15,0.5
0.15,0.55
0.15,0.6
0.15,0.65
0.15,0.7
0.15,0.75
0.15,0.8
0.15,0.85
0.15,0.9
0.15,0.95
0.15,1
0.15,1.05
0.15,1.1
0.15,1.15
0.15,1.2
0.15,1.25
0.15,1.3
0.15,1.35
0.15,1.4
0.15,1.45
0.15,1.5
0.15,1.55
0.15,1.6
0.15,1.65
0.15,1.7
0.15,1.75
0.15,1.8
0.15,1.85
0.15,1.9
0.15,1.95
0.15,2
0.15,2.05
0.15,2.1
0.15,2.15
0.15,2.2
0.15,2.25
0.15,2.3
0.15,2.35
0.15,2.4
0.15,2.45
0.15,2.5
0.15,2.55
0.15,2.6
0.15,2.65
0.15,2.7
0.15,2.75
0.15,2.8
0.15,2.85
0.15,2.9
0.15,2.95
0.15,3
0.15,3.05
0.15,3.1
0.15,3.15
0.15,3.2
0.15,3.25
0.15,3.3
0.15,3.35
0.15,3.4
0.15,3.45
0.15,3.5
0.15,3.55
0.15,3.6
0.15,3.65
0.15,3.7
0.15,3.75
0.15,3.8
0.15,3.85
0.15,3.9
0.15,3.95
0.15,4
0.15,4.05
0.15,4.1
0.15,4.15
0.15,4.2
0.15,4.25
0.15,4.3
0.15,4.35
0.15,4.4
0.15,4.45
0.15,4.5
0.15,4.55
0.15,4.6
0.15,4.65
0.15,4.7
0.15,4.75
0.15,4.8
0.15,4.85
0.15,4.9
0.15,4.95
0.15,5
0.15,5.05
0.15,5.1
0.15,5.15
0.15,5.2
0.15,5.25
0.15,5.3
0.15,5.35
0.15,5.4
0.15,5.45
0.15,5.5
0.15,5.55
0.15,5.6
0.15,5.65
0.15,5.7
0.15,5.75
0.15,5.8
0.15,5.85
0.15,5.9
0.15,5.95
0.15,6
0.15,6.05
0.15,6.1
0.15,6.15
0.15,6.2
0.15,6.25
0.15,6.3
0.15,6.35
0.15,6.4
0.15,6.45
0.15,6.5
0.15,6.55
0.15,6.6
0.15,6.65
0.15,6.7
0.15,6.75
0.15,6.8
0.15,6.85
0.15,6.9
0.15,6.95
0.15,7
0.15,7.05
0.15,7.1
0.15,7.15
0.15,7.2
0.15,7.25
0.15,7.3
0.15,7.35
0.15,7.4
0.15,7.45
0.15,7.5
0.15,7.55
0.15,7.6
0.15,7.65
0.15,7.7
0.15,7.75
0.15,7.8
0.15,7.85
0.15,7.9
0.15,7.95
0.15,8
0.15,8.05
0.15,8.1
0.15,8.15
0.15,8.2
0.15,8.25
0.15,8.3
0.15,8.35
0.15,8.4
0.15,8.45
0.15,8.5
0.15,8.55
0.15,8.6
0.15,8.65
0.15,8.7
0.15,8.75
0.15,8.8
0.15,8.85
0.15,8.9
0.15,8.95
0.15,9
0.15,9.05
0.15,9.1
0.15,9.15
0.15,9.2
0.15,9.25
0.15,9.3
0.15,9.35
0.15,9.4
0.15,9.45
0.15,9.5
0.15,9.55
0.15,9.6
0.15,9.65
0.15,9.7
0.15,9.75
0.15,9.8
0.15,9.85
0.15,9.9
0.15,9.95
0.15,10
0.15,10.05
0.15,10.1
0.15,10.15
0.15,10.2
0.15,10.25
0.15,10.3
0.15,10.35
0.15,10.4
0.15,10.45
0.15,10.5
0.15,10.55
0.15,10.6
0.15,10.65
0.15,10.7
0.15,10.75
0.15,10.8
0.15,10.85
0.15,10.9
0.15,10.95
0.15,11
0.15,11.05
0.15,11.1
0.15,11.15
0.15,11.2
0.15,11.25
0.15,11.3
0.15,11.35
0.15,11.4
0.15,11.45
0.15,11.5
0.15,11.55
0.15,11.6
0.15,11.65
0.15,11.7
0.15,11.75
0.15,11.8
0.15,11.85
0.15,11.9
0.15,11.95
0.15,12
0.15,12.05
0.15,12.1
0.15,12.15
0.15,12.2
0.15,12.25
0.15,12.3
0.15,12.35
0.15,12.4
0.15,12.45
0.15,12.5
0.15,12.55
0.15,12.6
0.15,12.65
0.15,12.7
0.15,12.75
0.15,12.8
0.15,12.85
0.15,12.9
0.15,12.95
0.15,13
0.15,13.05
0.15,13.1
0.15,13.15
0.15,13.2
0.15,13.25
0.15,13.3
0.15,13.35
0.15,13.4
0.15,13.45
0.15,13.5
0.15,13.55
0.15,13.6
0.15,13.65
0.15,13.7
0.15,13.75
0.15,13.8
0.15,13.85
0.2,0
0.2,0.05
0.2,0.1
0.2,0.15
0.2,0.2
0.2,0.25
0.2,0.3
0.2,0.35
0.2,0.4
0.2,0.45
0.2,0.5
0.2,0.55
0.2,0.6
0.2,0.65
0.2,0.7
0.2,0.75
0.2,0.8
0.2,0.85
0.2,0.9
0.2,0.95
0.2,1
0.2,1.05
0.2,1.1
0.2,1.15
0.2,1.2
0.2,1.25
0.2,1.3
0.2,1.35
0.2,1.4
0.2,1.45
0.2,1.5
0.2,1.55
0.2,1.6
0.2,1.65
0.2,1.7
0.2,1.75
0.2,1.8
0.2,1.85
0.2,1.9
0.2,1.95
0.2,2
0.2,2.05
0.2,2.1
0.2,2.15
0.2,2.2
0.2,2.25
0.2,2.3
0.2,2.35
0.2,2.4
0.2,2.45
0.2,2.5
0.2,2.55
0.2,2.6
0.2,2.65
0.2,2.7
0.2,2.75
0.2,2.8
0.2,2.85
0.2,2.9
0.2,2.95
0.2,3
0.2,3.05
0.2,3.1
0.2,3.15
0.2,3.2
0.2,3.25
0.2,3.3
0.2,3.35
0.2,3.4
0.2,3.45
0.2,3.5
0.2,3.55
0.2,3.6
0.2,3.65
0.2,3.7
0.2,3.75
0.2,3.8
0.2,3.85
0.2,3.9
0.2,3.95
0.2,4
0.2,4.05
0.2,4.1
0.2,4.15
0.2,4.2
0.2,4.25
0.2,4.3
0.2,4.35
0.2,4.4
0.2,4.45
0.2,4.5
0.2,4.55
0.2,4.6
0.2,4.65
0.2,4.7
0.2,4.75
0.2,4.8
0.2,4.85
0.2,4.9
0.2,4.95
0.2,5
0.2,5.05
0.2,5.1
0.2,5.15
0.2,5.2
0.2,5.25
0.2,5.3
0.2,5.35
0.2,5.4
0.2,5.45
0.2,5.5
0.2,5.55
0.2,5.6
0.2,5.65
0.2,5.7
0.2,5.75
0.2,5.8
0.2,5.85
0.2,5.9
0.2,5.95
0.2,6
0.2,6.05
0.2,6.1
0.2,6.15
0.2,6.2
0.2,6.25
0.2,6.3
0.2,6.35
0.2,6.4
0.2,6.45
0.2,6.5
0.2,6.55
0.2,6.6
0.2,6.65
0.2,6.7
0.2,6.75
0.2,6.8
0.2,6.85
0.2,6.9
0.2,6.95
0.2,7
0.2,7.05
0.2,7.1
0.2,7.15
0.2,7.2
0.2,7.25
0.2,7.3
0.2,7.35
0.2,7.4
0.2,7.45
0.2,7.5
0.2,7.55
0.2,7.6
0.2,7.65
0.2,7.7
0.2,7.75
0.2,7.8
0.2,7.85
0.2,7.9
0.2,7.95
0.2,8
0.2,8.05
0.2,8.1
0.2,8.15
0.2,8.2
0.2,8.25
0.2,8.3
0.2,8.35
0.2,8.4
0.2,8.45
0.2,8.5
0.2,8.55
0.2,8.6
0.2,8.65
0.2,8.7
0.2,8.75
0.2,8.8
0.2,8.85
0.2,8.9
0.2,8.95
0.2,9
0.2,9.05
0.2,9.1
0.2,9.15
0.2,9.2
0.2,9.25
0.2,9.3
0.2,9.35
0.2,9.4
0.2,9.45
0.2,9.5
0.2,9.55
0.2,9.6
0.2,9.65
0.2,9.7
0.2,9.75
0.2,9.8
0.2,9.85
0.2,9.9
0.2,9.95
0.2,10
0.2,10.05
0.2,10.1
0.2,10.15
0.2,10.2
0.2,10.25
0.2,10.3
0.2,10.35
0.2,10.4
0.2,10.45
0.2,10.5
0.2,10.55
0.2,10.6
0.2,10.65
0.2,10.7
0.2,10.75
0.2,10.8
0.2,10.85
0.2,10.9
0.2,10.95
0.2,11
0.2,11.05
0.2,11.1
0.2,11.15
0.2,11.2
0.2,11.25
0.2,11.3
0.2,11.35
0.2,11.4
0.2,11.45
0.2,11.5
0.2,11.55
0.2,11.6
0.2,11.65
0.2,11.7
0.2,11.75
0.2,11.8
0.2,11.85
0.2,11.9
0.2,11.95
0.2,12
0.2,12.05
0.2,12.1
0.2,12.15
0.2,12.2
0.2,12.25
0.2,12.3
0.2,12.35
0.2,12.4
0.2,12.45
0.2,12.5
0.2,12.55
0.2,12.6
0.2,12.65
0.2,12.7
0.2,12.75
0.2,12.8
0.2,12.85
0.2,12.9
0.2,12.95
0.2,13
0.2,13.05
0.2,13.1
0.2,13.15
0.2,13.2
0.2,13.25
0.2,13.3
0.2,13.35
0.2,13.4
0.2,13.45
0.2,13.5
0.2,13.55
0.2,13.6
0.2,13.65
0.2,13.7
0.2,13.75
0.2,13.8
0.2,13.85
0.25,0
0.25,0.05
0.25,0.1
0.25,0.15
0.25,0.2
0.25,0.25
0.25,0.3
0.25,0.35
0.25,0.4
0.25,0.45
0.25,0.5
0.25,0.55
0.25,0.6
0.25,0.65
0.25,0.7
0.25,0.75
0.25,0.8
0.25,0.85
0.25,0.9
0.25,0.95
0.25,1
0.25,1.05
0.25,1.1
0.25,1.15
0.25,1.2
0.25,1.25
0.25,1.3
0.25,1.35
0.25,1.4
0.25,1.45
0.25,1.5
0.25,1.55
0.25,1.6
0.25,1.65
0.25,1.7
0.25,1.75
0.25,1.8
0.25,1.85
0.25,1.9
0.25,1.95
0.25,2
0.25,2.05
0.25,2.1
0.25,2.15
0.25,2.2
0.25,2.25
0.25,2.3
0.25,2.35
0.25,2.4
0.25,2.45
0.25,2.5
0.25,2.55
0.25,2.6
0.25,2.65
0.25,2.7
0.25,2.75
0.25,2.8
0.25,2.85
0.25,2.9
0.25,2.95
0.25,3
0.25,3.05
0.25,3.1
0.25,3.15
0.25,3.2
0.25,3.25
0.25,3.3
0.25,3.35
0.25,3.4
0.25,3.45
0.25,3.5
0.25,3.55
0.25,3.6
0.25,3.65
0.25,3.7
0.25,3.75
0.25,3.8
0.25,3.85
0.25,3.9
0.25,3.95
0.25,4
0.25,4.05
0.25,4.1
0.25,4.15
0.25,4.2
0.25,4.25
0.25,4.3
0.25,4.35
0.25,4.4
0.25,4.45
0.25,4.5
0.25,4.55
0.25,4.6
0.25,4.65
0.25,4.7
0.25,4.75
0.25,4.8
0.25,4.85
0.25,4.9
0.25,4.95
0.25,5
0.25,5.05
0.25,5.1
0.25,5.15
0.25,5.2
0.25,5.25
0.25,5.3
0.25,5.35
0.25,5.4
0.25,5.45
0.25,5.5
0.25,5.55
0.25,5.6
0.25,5.65
0.25,5.7
0.25,5.75
0.25,5.8
0.25,5.85
0.25,5.9
0.25,5.95
0.25,6
0.25,6.05
0.25,6.1
0.25,6.15
0.25,6.2
0.25,6.25
0.25,6.3
0.25,6.35
0.25,6.4
0.25,6.45
0.25,6.5
0.25,6.55
0.25,6.6
0.25,6.65
0.25,6.7
0.25,6.75
0.25,6.8
0.25,6.85
0.25,6.9
0.25,6.95
0.25,7
0.25,7.05
0.25,7.1
0.25,7.15
0.25,7.2
0.25,7.25
0.25,7.3
0.25,7.35
0.25,7.4
0.25,7.45
0.25,7.5
0.25,7.55
0.25,7.6
0.25,7.65
0.25,7.7
0.25,7.75
0.25,7.8
0.25,7.85
0.25,7.9
0.25,7.95
0.25,8
0.25,8.05
0.25,8.1
0.25,8.15
0.25,8.2
0.25,8.25
0.25,8.3
0.25,8.35
0.25,8.4
0.25,8.45
0.25,8.5
0.25,8.55
0.25,8.6
0.25,8.65
0.25,8.7
0.25,8.75
0.25,8.8
0.25,8.85
0.25,8.9
0.25,8.95
0.25,9
0.25,9.05
0.25,9.1
0.25,9.15
0.25,9.2
0.25,9.25
0.25,9.3
0.25,9.35
0.25,9.4
0.25,9.45
0.25,9.5
0.25,9.55
0.25,9.6
0.25,9.65
0.25,9.7
0.25,9.75
0.25,9.8
0.25,9.85
0.25,9.9
0.25,9.95
0.25,10
0.25,10.05
0.25,10.1
0.25,10.15
0.25,10.2
0.25,10.25
0.25,10.3
0.25,10.35
0.25,10.4
0.25,10.45
0.25,10.5
0.25,10.55
0.25,10.6
0.25,10.65
0.25,10.7
0.25,10.75
0.25,10.8
0.25,10.85
0.25,10.9
0.25,10.95
0.25,11
0.25,11.05
0.25,11.1
0.25,11.15
0.25,11.2
0.25,11.25
0.25,11.3
0.25,11.35
0.25,11.4
0.25,11.45
0.25,11.5
0.25,11.55
0.25,11.6
0.25,11.65
0.25,11.7
0.25,11.75
0.25,11.8
0.25,11.85
0.25,11.9
0.25,11.95
0.25,12
0.25,12.05
0.25,12.1
0.25,12.15
0.25,12.2
0.25,12.25
0.25,12.3
0.25,12.35
0.25,12.4
0.25,12.45
0.25,12.5
0.25,12.55
0.25,12.6
0.25,12.65
0.25,12.7
0.25,12.75
0.25,12.8
0.25,12.85
0.25,12.9
0.25,12.95
0.25,13
0.25,13.05
0.25,13.1
0.25,13.15
0.25,13.2
0.25,13.25
0.25,13.3
0.25,13.35
0.25,13.4
0.25,13.45
0.25,13.5
0.25,13.55
0.25,13.6
0.25,13.65
0.25,13.7
0.25,13.75
0.25,13.8
0.3,0
0.3,0.05
0.3,0.1
0.3,0.15
0.3,0.2
0.3,0.25
0.3,0.3
0.3,0.35
0.3,0.4
0.3,0.45
0.3,0.5
0.3,0.55
0.3,0.6
0.3,0.65
0.3,0.7
0.3,0.75
0.3,0.8
0.3,0.85
0.3,0.9
0.3,0.95
0.3,1
0.3,1.05
0.3,1.1
0.3,1.15
0.3,1.2
0.3,1.25
0.3,1.3
0.3,1.35
0.3,1.4
0.3,1.45
0.3,1.5
0.3,1.55
0.3,1.6
0.3,1.65
0.3,1.7
0.3,1.75
0.3,1.8
0.3,1.85
0.3,1.9
0.3,1.95
0.3,2
0.3,2.05
0.3,2.1
0.3,2.15
0.3,2.2
0.3,2.25
0.3,2.3
0.3,2.35
0.3,2.4
0.3,2.45
0.3,2.5
0.3,2.55
0.3,2.6
0.3,2.65
0.3,2.7
0.3,2.75
0.3,2.8
0.3,2.85
0.3,2.9
0.3,2.95
0.3,3
0.3,3.05
0.3,3.1
0.3,3.15
0.3,3.2
0.3,3.25
0.3,3.3
0.3,3.35
0.3,3.4
0.3,3.45
0.3,3.5
0.3,3.55
0.3,3.6
0.3,3.65
0.3,3.7
0.3,3.75
0.3,3.8
0.3,3.85
0.3,3.9
0.3,3.95
0.3,4
0.3,4.05
0.3,4.1
0.3,4.15
0.3,4.2
0.3,4.25
0.3,4.3
0.3,4.35
0.3,4.4
0.3,4.45
0.3,4.5
0.3,4.55
0.3,4.6
0.3,4.65
0.3,4.7
0.3,4.75
0.3,4.8
0.3,4.85
0.3,4.9
0.3,4.95
0.3,5
0.3,5.05
0.3,5.1
0.3,5.15
0.3,5.2
0.3,5.25
0.3,5.3
0.3,5.35
0.3,5.4
0.3,5.45
0.3,5.5
0.3,5.55
0.3,5.6
0.3,5.65
0.3,5.7
0.3,5.75
0.3,5.8
0.3,5.85
0.3,5.9
0.3,5.95
0.3,6
0.3,6.05
0.3,6.1
0.3,6.15
0.3,6.2
0.3,6.25
0.3,6.3
0.3,6.35
0.3,6.4
0.3,6.45
0.3,6.5
0.3,6.55
0.3,6.6
0.3,6.65
0.3,6.7
0.3,6.75
0.3,6.8
0.3,6.85
0.3,6.9
0.3,6.95
0.3,7
0.3,7.05
0.3,7.1
0.3,7.15
0.3,7.2
0.3,7.25
0.3,7.3
0.3,7.35
0.3,7.4
0.3,7.45
0.3,7.5
0.3,7.55
0.3,7.6
0.3,7.65
0.3,7.7
0.3,7.75
0.3,7.8
0.3,7.85
0.3,7.9
0.3,7.95
0.3,8
0.3,8.05
0.3,8.1
0.3,8.15
0.3,8.2
0.3,8.25
0.3,8.3
0.3,8.35
0.3,8.4
